Age,Attrition,BusinessTravel,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,PromotionRate,TrainRate,SwitchRate,IsRecentlyPromoted,IsNewInRole,IsNewInCompany,IsFemaleLowSatisfaction,Age_YearsAtCompany,JobSatisfaction_MonthlyIncome,YearsWithCurrManager_JobInvolvement
21,0,Travel_Rarely,15,2,Life Sciences,3,0,3,1,Research Scientist,4,Single,7.117205503164344,1,0,14,3,4,0,0.0,6,3,0.0,0,0.0,0,0.0,6.0,1.0,1,1,1,0,0.0,28.468822012657377,0
34,1,Travel_Rarely,6,1,Medical,2,0,3,1,Research Scientist,1,Single,7.993282328101591,2,0,11,3,3,0,2.1972245773362196,2,3,1.6094379124341003,2,0.6931471805599453,3,0.9505599577597493,0.76644858667451,0.625542545299182,1,0,0,1,54.72088902275941,7.993282328101591,9
53,0,Travel_Rarely,5,3,Other,3,1,3,5,Manager,3,Divorced,9.857181799659617,4,0,11,3,4,1,3.295836866004329,3,2,2.70805020110221,13,1.6094379124341003,8,1.0377906246392057,0.809050535267364,0.9311340548461062,0,0,0,0,143.52666065841714,29.571545398978852,24
32,1,Travel_Frequently,16,1,Life Sciences,2,1,1,1,Research Scientist,1,Single,8.273846932784508,1,1,22,4,2,0,2.3978952727983707,5,3,2.3978952727983707,2,1.9459101490553132,7,0.8139743411954778,1.471499148319012,0.2942998296638024,0,0,0,0,76.73264872954786,8.273846932784508,7
42,0,Travel_Rarely,8,4,Marketing,3,0,3,2,Sales Executive,2,Married,8.828494129466652,0,0,11,3,4,1,2.3978952727983707,2,3,2.302585092994046,7,1.6094379124341003,2,0.8824065451115408,0.6055862131282277,0.0,0,0,0,1,96.70857390574993,17.656988258933303,6
44,0,Travel_Rarely,7,4,Medical,1,1,2,3,Healthcare Representative,4,Married,9.234935418831563,3,0,14,3,4,1,3.2188758248682006,4,3,3.1354942159291497,6,1.791759469228055,17,1.1231247714890495,0.9672362699947079,0.7110899027452937,0,0,0,0,137.96174550088259,36.93974167532625,34
46,0,Travel_Rarely,2,4,Marketing,2,1,3,5,Manager,1,Single,9.849453664043642,3,0,12,3,4,0,3.1354942159291497,2,2,1.0986122886681098,2,1.0986122886681098,1,0.5234946419594956,0.9530107160810086,0.725427202496031,0,0,0,0,50.53616527873305,9.849453664043642,3
33,0,Travel_Rarely,2,3,Medical,3,0,3,1,Laboratory Technician,4,Single,7.822845290279774,4,0,11,3,4,0,2.0794415416798357,3,3,0.6931471805599453,1,0.0,0,0.6931471805599453,1.7718483274489236,1.2989368188551484,1,1,1,0,22.873856958478193,31.291381161119094,0
44,0,Travel_Rarely,10,4,Other,4,0,3,2,Healthcare Representative,4,Married,8.774312958285378,2,1,13,3,4,0,2.302585092994046,5,4,1.6094379124341003,2,0.6931471805599453,3,0.9505599577597493,1.916121466686275,0.6055862131282277,1,0,0,0,70.81526814710041,35.09725183314151,9
30,0,Travel_Rarely,9,2,Medical,4,0,2,1,Laboratory Technician,3,Single,7.699389406256737,1,0,13,3,1,0,2.3978952727983707,5,3,2.3978952727983707,0,0.6931471805599453,8,1.4162355761684913,1.471499148319012,0.2942998296638024,1,1,0,0,71.93685818395112,23.098168218770212,16
39,1,Travel_Rarely,5,3,Technical Degree,4,0,3,2,Sales Representative,4,Married,7.643482907077201,3,0,14,3,3,1,2.995732273553991,6,4,0.6931471805599453,0,0.0,0,0.6931471805599453,3.5436966548978472,0.750801053377798,1,1,1,0,27.032740041837865,30.573931628308802,0
24,1,Travel_Rarely,1,3,Medical,2,0,3,1,Research Scientist,4,Married,7.738052297689316,2,1,16,3,1,1,1.9459101490553132,2,2,1.0986122886681098,0,1.0986122886681098,0,0.5234946419594956,0.9530107160810086,0.678907332133451,0,1,0,0,26.366694928034633,30.952209190757262,0
43,0,Travel_Rarely,2,2,Medical,4,1,4,1,Research Scientist,3,Divorced,7.880804344674901,1,0,12,3,4,2,1.9459101490553132,3,2,1.791759469228055,3,0.6931471805599453,4,1.0582420062475002,1.0745911433514455,0.3394536660667255,1,0,0,0,77.04565717680636,23.642413034024706,16
50,1,Travel_Rarely,3,2,Marketing,1,0,2,1,Sales Representative,3,Married,7.895063498091573,1,1,14,3,3,0,1.3862943611198906,2,3,1.3862943611198906,2,0.0,2,1.3862943611198906,0.8381195683928103,0.41905978419640516,1,0,0,0,69.31471805599453,23.685190494274718,4
35,0,Travel_Rarely,2,3,Marketing,4,1,3,1,Sales Representative,4,Married,7.608374474380783,1,0,13,3,1,0,1.0986122886681098,3,3,1.0986122886681098,2,1.0986122886681098,2,0.5234946419594956,1.429516074121513,0.4765053580405043,0,0,0,0,38.45143010338384,30.433497897523132,6
36,0,Travel_Rarely,5,4,Life Sciences,2,1,2,1,Research Scientist,1,Married,8.13739583005665,9,1,14,3,4,1,1.9459101490553132,3,4,0.6931471805599453,1,0.0,0,0.6931471805599453,1.7718483274489236,3.0550829946005296,1,1,1,0,24.95329850015803,8.13739583005665,0
33,0,Travel_Frequently,1,3,Life Sciences,3,1,4,2,Sales Executive,1,Married,8.589885876809678,2,0,19,3,1,2,2.3978952727983707,3,3,1.791759469228055,3,0.6931471805599453,3,1.0582420062475002,1.0745911433514455,0.5885996593276048,1,0,0,0,59.12806248452581,8.589885876809678,12
35,0,Travel_Rarely,4,2,Other,3,0,3,1,Laboratory Technician,4,Divorced,7.5766097669730375,1,0,12,3,3,1,0.6931471805599453,3,3,0.6931471805599453,0,0.0,0,0.6931471805599453,1.7718483274489236,0.5906161091496412,1,1,1,0,24.260151319598084,30.30643906789215,0
27,0,Travel_Rarely,2,4,Life Sciences,4,1,3,1,Laboratory Technician,1,Divorced,7.758760544157663,1,0,13,3,4,1,0.6931471805599453,6,3,0.6931471805599453,0,0.0,0,0.6931471805599453,3.5436966548978472,0.5906161091496412,1,1,1,0,18.714973875118524,7.758760544157663,0
26,1,Travel_Rarely,25,3,Life Sciences,1,0,1,1,Laboratory Technician,3,Single,7.738052297689316,1,0,12,3,3,0,0.6931471805599453,2,2,0.6931471805599453,0,0.0,1,0.6931471805599453,1.1812322182992825,0.5906161091496412,1,1,1,0,18.021826694558577,23.214156893067948,1
27,0,Travel_Frequently,8,3,Life Sciences,4,0,3,3,Sales Executive,3,Single,9.074176947163311,1,0,15,3,4,0,2.302585092994046,0,3,2.302585092994046,8,0.6931471805599453,7,1.359943848610108,0.0,0.30279310656411385,1,0,0,0,62.16979751083924,27.222530841489935,21
30,0,Travel_Frequently,1,2,Medical,3,1,3,2,Laboratory Technician,4,Single,8.297045149081827,1,0,23,4,4,0,2.5649493574615367,2,3,2.5649493574615367,8,1.3862943611198906,7,1.0748671242125396,0.5610177871991211,0.28050889359956055,0,0,0,0,76.9484807238461,33.18818059632731,21
41,1,Travel_Rarely,12,3,Technical Degree,2,1,3,5,Research Director,3,Married,9.880525940898782,1,0,12,3,4,0,3.1780538303479458,0,3,3.1354942159291497,15,2.772588722239781,8,0.8311253748507234,0.0,0.23934588700996243,0,0,0,0,128.55526285309514,29.641577822696345,24
34,0,Non-Travel,23,4,Marketing,2,0,3,2,Sales Executive,3,Single,8.427049641563272,0,0,20,4,3,0,2.3978952727983707,2,3,2.302585092994046,5,2.1972245773362196,7,0.7201824699197246,0.6055862131282277,0.0,0,0,0,0,78.28789316179756,25.281148924689816,21
37,0,Travel_Rarely,19,2,Life Sciences,2,0,3,1,Research Scientist,2,Married,8.014004994779459,4,0,21,4,1,0,2.1972245773362196,1,3,0.6931471805599453,0,0.0,0,0.6931471805599453,0.5906161091496412,1.251085090598364,1,1,1,1,25.646445680717974,16.028009989558917,0
46,0,Travel_Frequently,5,4,Marketing,1,0,3,2,Sales Executive,4,Single,8.660947155060933,4,1,21,4,3,0,2.70805020110221,4,3,2.302585092994046,6,0.0,8,2.302585092994046,1.2111724262564554,1.0787340470231521,1,0,0,0,105.91891427772612,34.64378862024373,24
35,0,Travel_Rarely,8,1,Life Sciences,4,0,4,1,Laboratory Technician,4,Married,7.727535110475448,1,0,19,3,4,0,0.6931471805599453,2,3,0.6931471805599453,0,0.0,1,0.6931471805599453,1.1812322182992825,0.5906161091496412,1,1,1,0,24.260151319598084,30.91014044190179,4
48,1,Travel_Rarely,1,2,Life Sciences,1,0,2,3,Laboratory Technician,3,Single,8.590815331286851,9,1,13,3,4,0,3.1780538303479458,2,3,0.6931471805599453,0,0.0,0,0.6931471805599453,1.1812322182992825,2.1541129830896617,1,1,1,0,33.27106466687737,25.772445993860554,0
28,1,Travel_Rarely,5,4,Technical Degree,3,0,3,1,Laboratory Technician,3,Single,8.143807976771484,1,1,13,3,3,0,1.0986122886681098,3,2,1.0986122886681098,2,1.0986122886681098,2,0.5234946419594956,1.429516074121513,0.4765053580405043,0,0,0,0,30.761144082707073,24.431423930314452,6
44,0,Travel_Rarely,1,5,Marketing,2,1,3,2,Sales Executive,1,Divorced,8.604287898267172,5,1,21,4,3,1,2.302585092994046,2,2,1.6094379124341003,3,0.6931471805599453,3,0.9505599577597493,0.76644858667451,1.5139655328205692,1,0,0,0,70.81526814710041,8.604287898267172,9
35,0,Non-Travel,11,2,Medical,3,0,2,3,Healthcare Representative,1,Married,9.198773735604718,2,1,13,3,3,1,2.3978952727983707,3,3,1.6094379124341003,0,1.0986122886681098,3,0.7669057887083728,1.149672880011765,0.5885996593276048,0,1,0,1,56.33032693519351,9.198773735604718,6
26,0,Travel_Rarely,23,3,Marketing,3,1,2,2,Sales Executive,4,Married,8.332789468417959,7,1,19,3,3,1,1.791759469228055,2,2,1.0986122886681098,2,0.0,0,1.0986122886681098,0.9530107160810086,2.507379334486706,1,0,0,0,28.563919505370855,33.331157873671835,0
33,0,Travel_Frequently,1,2,Life Sciences,1,1,3,3,Research Director,4,Single,9.507403306233716,1,1,12,3,3,0,2.772588722239781,1,3,2.772588722239781,14,2.1972245773362196,12,0.8671861031888397,0.2650699754534338,0.2650699754534338,0,0,0,0,91.49542783391277,38.02961322493486,36
35,0,Travel_Frequently,18,5,Life Sciences,2,0,3,3,Sales Executive,1,Married,9.112727543109182,1,0,22,4,4,1,2.302585092994046,3,2,2.302585092994046,8,0.6931471805599453,8,1.359943848610108,0.9083793196923415,0.30279310656411385,1,0,0,1,80.5904782547916,9.112727543109182,24
35,0,Travel_Rarely,23,4,Medical,3,1,3,1,Laboratory Technician,1,Married,8.297792626380861,3,1,15,3,3,1,1.6094379124341003,3,3,1.0986122886681098,2,1.0986122886681098,2,0.5234946419594956,1.429516074121513,1.149672880011765,0,0,0,0,38.45143010338384,8.297792626380861,6
31,0,Travel_Rarely,7,4,Life Sciences,4,0,3,2,Laboratory Technician,4,Divorced,8.68541582383069,3,0,22,4,4,1,2.3978952727983707,3,2,2.0794415416798357,7,0.6931471805599453,7,1.2281516725510762,0.9742026141413613,0.8828994889914074,1,0,0,0,64.4626877920749,34.74166329532276,21
37,0,Travel_Rarely,1,4,Life Sciences,1,0,2,2,Manufacturing Director,3,Divorced,8.69851424787661,1,0,18,3,3,1,2.0794415416798357,2,4,2.0794415416798357,5,0.0,7,2.0794415416798357,0.6494684094275742,0.3247342047137871,1,0,0,0,76.93933704215392,26.095542743629828,14
32,0,Travel_Rarely,1,3,Medical,1,0,3,2,Manufacturing Director,4,Married,8.726318950962243,1,1,22,4,2,1,2.302585092994046,3,3,2.302585092994046,8,2.0794415416798357,8,0.7477281389592431,0.9083793196923415,0.30279310656411385,0,0,0,0,73.68272297580947,34.90527580384897,24
38,0,Travel_Frequently,29,5,Life Sciences,4,1,3,2,Laboratory Technician,4,Single,7.786136437783072,1,0,11,3,4,0,2.3978952727983707,2,3,2.3978952727983707,3,2.302585092994046,9,0.7260661588660219,0.5885996593276048,0.2942998296638024,0,0,0,0,91.12002036633808,31.144545751132288,27
50,0,Travel_Rarely,7,2,Medical,2,1,2,5,Research Director,3,Divorced,9.838468916161679,5,1,12,3,4,1,3.4011973816621555,2,2,3.332204510175204,3,2.6390573296152584,8,0.9156779375409024,0.4616587225516543,1.1360544793634546,0,0,0,0,166.61022550876018,29.515406748485034,16
59,0,Travel_Rarely,25,3,Life Sciences,1,1,3,3,Sales Executive,1,Single,8.940891067785461,7,0,11,3,4,0,3.367295829986474,3,2,3.091042453358316,16,2.0794415416798357,9,1.0037672128278663,0.7333094276587903,1.6028224953155232,0,0,0,0,182.37150474814064,8.940891067785461,27
36,0,Travel_Rarely,8,3,Technical Degree,3,1,3,3,Healthcare Representative,3,Divorced,9.219993629004321,1,0,13,3,2,3,2.8903717578961645,2,3,2.8903717578961645,14,2.5649493574615367,8,0.81077498389887,0.5140896871720969,0.25704484358604845,0,0,0,0,104.05338328426193,27.659980887012964,24
55,0,Travel_Rarely,8,3,Medical,4,1,3,4,Manager,3,Divorced,9.59947282546345,2,1,14,3,3,3,3.091042453358316,2,3,1.791759469228055,0,0.0,2,1.791759469228055,0.7163940955676302,0.4888729517725269,1,1,0,0,98.54677080754303,28.798418476390346,6
36,0,Travel_Frequently,11,3,Life Sciences,2,0,2,2,Manufacturing Director,2,Single,8.779557455883728,1,0,13,3,3,0,1.9459101490553132,3,3,1.9459101490553132,5,0.0,3,1.9459101490553132,1.0183609982001767,0.3394536660667255,1,0,0,1,70.05276536599128,17.559114911767455,6
45,0,Travel_Rarely,7,3,Life Sciences,2,0,3,3,Research Scientist,1,Divorced,9.182455168486648,2,0,17,3,3,1,3.258096538021482,2,3,0.6931471805599453,0,0.0,0,0.6931471805599453,1.1812322182992825,0.46969343746473563,1,1,1,1,31.191623125197538,9.182455168486648,0
35,0,Travel_Frequently,1,3,Medical,2,0,3,1,Research Scientist,1,Married,7.693937325509272,4,0,13,3,4,1,1.791759469228055,2,2,1.3862943611198906,2,0.6931471805599453,2,0.8187677817007174,0.8381195683928103,1.4327881911352605,1,0,0,1,48.52030263919617,7.693937325509272,6
36,1,Travel_Rarely,9,3,Medical,4,0,2,1,Research Scientist,3,Married,8.128290171607052,0,1,17,3,1,1,1.0986122886681098,0,2,0.6931471805599453,0,0.0,0,0.6931471805599453,0.0,0.0,1,1,1,0,24.95329850015803,24.384870514821156,0
59,0,Travel_Frequently,1,1,Life Sciences,1,1,2,2,Sales Executive,3,Single,8.607764889600624,7,0,11,3,4,0,3.044522437723423,2,2,1.6094379124341003,3,0.6931471805599453,3,0.9505599577597493,0.76644858667451,1.7307358551681455,1,0,0,0,94.95683683361192,25.82329466880187,6
29,0,Travel_Rarely,2,3,Life Sciences,3,0,3,1,Research Scientist,2,Married,7.902487437162855,0,0,23,4,4,1,1.9459101490553132,3,3,1.791759469228055,4,0.0,4,1.791759469228055,1.0745911433514455,0.0,1,0,0,1,51.961024607613595,15.80497487432571,12
31,0,Travel_Rarely,1,4,Medical,3,0,3,1,Research Scientist,2,Single,7.824845691026856,1,0,17,3,2,0,0.6931471805599453,4,3,0.6931471805599453,1,0.6931471805599453,0,0.4093838908503587,2.362464436598565,0.5906161091496412,1,1,1,1,21.487562597358306,15.649691382053712,0
32,0,Travel_Rarely,1,3,Life Sciences,2,0,3,2,Research Scientist,2,Married,8.73568594451502,1,0,17,3,2,2,2.3978952727983707,3,3,2.3978952727983707,4,0.0,9,2.3978952727983707,0.8828994889914074,0.2942998296638024,1,0,0,1,76.73264872954786,17.47137188903004,27
36,0,Travel_Rarely,6,3,Life Sciences,2,1,4,1,Laboratory Technician,4,Married,8.019283792916793,3,0,12,3,2,0,1.791759469228055,3,3,0.6931471805599453,0,0.0,0,0.6931471805599453,1.7718483274489236,1.0745911433514455,1,1,1,0,24.95329850015803,32.07713517166717,0
31,0,Travel_Rarely,8,4,Life Sciences,3,1,3,2,Manufacturing Director,4,Single,8.39502555744203,1,0,23,4,4,0,2.4849066497880004,2,3,2.4849066497880004,7,0.6931471805599453,8,1.4676258970978588,0.5739034645653041,0.28695173228265203,1,0,0,0,77.03210614342801,33.58010222976812,24
35,0,Travel_Rarely,1,4,Marketing,3,0,2,2,Sales Executive,1,Single,8.369388996647842,0,0,14,3,2,0,2.833213344056216,2,3,2.772588722239781,13,1.0986122886681098,8,1.3211533817899312,0.5301399509068676,0.0,0,0,0,1,97.04060527839233,8.369388996647842,16
45,0,Travel_Rarely,6,4,Other,4,0,3,3,Research Director,1,Married,9.491450899044924,4,1,14,3,2,0,2.8903717578961645,3,4,0.0,0,0.0,0,0.0,3.0,1.0281793743441938,1,1,1,1,0.0,9.491450899044924,0
37,0,Travel_Rarely,7,4,Medical,1,0,3,3,Research Director,3,Single,9.522593098362169,4,0,13,3,1,0,2.833213344056216,3,4,1.791759469228055,2,0.0,2,1.791759469228055,1.0745911433514455,1.0435109243795166,1,0,0,0,66.29510036143803,28.567779295086506,6
46,0,Travel_Rarely,5,2,Medical,2,0,3,2,Human Resources,2,Divorced,8.52158353971753,8,1,22,4,4,1,2.833213344056216,2,3,1.6094379124341003,2,0.0,2,1.6094379124341003,0.76644858667451,2.0870218487590333,1,0,0,1,74.03414397196862,17.04316707943506,6
30,0,Travel_Rarely,1,1,Life Sciences,4,0,2,2,Laboratory Technician,4,Married,8.5422759717837,1,1,12,3,3,2,2.3978952727983707,1,2,2.3978952727983707,8,1.3862943611198906,0,1.0048614755444654,0.2942998296638024,0.2942998296638024,0,0,0,0,71.93685818395112,34.1691038871348,0
35,0,Travel_Rarely,1,3,Medical,2,0,2,1,Research Scientist,3,Single,7.958576903813898,1,0,18,3,1,0,1.9459101490553132,3,3,1.9459101490553132,4,0.0,4,1.9459101490553132,1.0183609982001767,0.3394536660667255,1,0,0,0,68.10685521693597,23.875730711441694,8
55,0,Travel_Rarely,1,2,Life Sciences,1,0,3,3,Sales Executive,4,Married,9.234056898593499,3,0,14,3,4,1,3.2188758248682006,4,3,0.6931471805599453,0,0.6931471805599453,0,0.4093838908503587,2.362464436598565,0.7110899027452937,1,1,1,0,38.12309493079699,36.936227594373996,0
38,0,Non-Travel,6,3,Medical,2,1,1,2,Research Scientist,4,Divorced,8.58110651715989,7,1,12,3,4,3,2.8903717578961645,3,3,2.6390573296152584,11,0.6931471805599453,9,1.558669771840206,0.8243893207137731,1.7993139051023392,1,0,0,0,100.28417852537982,34.32442606863956,9
34,0,Travel_Rarely,1,2,Medical,1,0,3,2,Manufacturing Director,2,Married,8.372398606513004,1,0,15,3,3,0,1.791759469228055,2,3,1.791759469228055,2,0.6931471805599453,3,1.0582420062475002,0.7163940955676302,0.3581970477838151,1,0,0,1,60.91982195375387,16.744797213026008,9
56,0,Travel_Rarely,7,3,Life Sciences,4,0,1,3,Manufacturing Director,4,Single,8.890272839380247,4,0,11,3,1,0,3.6375861597263857,3,2,1.9459101490553132,4,0.0,2,1.9459101490553132,1.0183609982001767,0.8625176680784292,1,0,0,0,108.97096834709754,35.561091357520986,2
23,0,Travel_Rarely,2,1,Technical Degree,3,0,3,1,Sales Representative,1,Divorced,7.750614732770409,3,0,13,3,3,1,1.3862943611198906,3,3,0.0,0,0.0,0,0.0,3.0,1.2571793525892154,1,1,1,1,0.0,7.750614732770409,0
51,0,Travel_Rarely,9,4,Life Sciences,4,0,3,1,Laboratory Technician,4,Married,7.638198244285779,3,0,23,4,2,2,2.3978952727983707,4,3,1.6094379124341003,2,0.0,3,1.6094379124341003,1.53289717334902,0.8828994889914074,1,0,0,0,82.08133353413912,30.552792977143117,9
30,0,Travel_Rarely,2,3,Life Sciences,3,0,2,2,Healthcare Representative,4,Married,8.331586243630754,1,0,19,3,1,3,2.4849066497880004,3,3,2.4849066497880004,10,2.3978952727983707,8,0.7313076037630585,0.860855196847956,0.28695173228265203,0,0,0,0,74.54719949364001,33.32634497452302,16
46,1,Travel_Rarely,9,2,Medical,3,0,2,3,Sales Executive,4,Single,9.171599543659752,1,0,16,3,4,0,2.302585092994046,3,3,2.302585092994046,8,1.6094379124341003,7,0.8824065451115408,0.9083793196923415,0.30279310656411385,0,0,0,0,105.91891427772612,36.68639817463901,14
